[ 5.41830838e-01  6.33867681e-01 -3.75707394e-08],[ 0.55558062  0.6442911  -0.00288374],[ 0.56381947  0.66142666 -0.00305064],[ 0.56836259  0.67677772 -0.00244925],[ 0.57201374  0.68730718 -0.00128089],[ 0.55068505  0.67685634 -0.00196851],[ 0.55378419  0.69657069 -0.00163917],[ 0.55539179  0.70475411 -0.00131113],[ 0.55653512  0.71065521 -0.00092555],[ 5.42374849e-01  6.77464068e-01 -1.22964499e-04],[0.54496026 0.69732493 0.00103932],[0.54828274 0.70515019 0.00188556],[0.55057329 0.70955902 0.00231994],[0.53655106 0.6754964  0.00160065],[0.53935844 0.69114447 0.00256629],[0.54374182 0.69550633 0.0033903 ],[0.5465436  0.69673347 0.00388941],[0.53285253 0.67234415 0.00310222],[0.53548145 0.68383807 0.00460484],[0.53949958 0.68764061 0.00619511],[0.54247671 0.68811232 0.00737213]
[ 5.26154399e-01  6.44800305e-01 -1.64324288e-08],[ 0.54162437  0.64447165 -0.0050011 ],[ 0.55425167  0.653804   -0.00618362],[ 0.56388509  0.66327584 -0.00624164],[ 0.57174194  0.66936356 -0.00571861],[ 0.54847705  0.67604673 -0.00222953],[ 0.55843449  0.68853772 -0.00207864],[ 0.56435829  0.69457805 -0.00254792],[ 0.5689171   0.69910729 -0.00294129],[5.42450607e-01 6.80302322e-01 2.83861067e-04],[5.52782357e-01 6.93356335e-01 6.50435162e-04],[5.60117006e-01 6.98653400e-01 4.51284723e-04],[5.65768659e-01 7.02068150e-01 1.82347489e-04],[0.5385952  0.68104076 0.00237186],[0.54824722 0.69308811 0.00185422],[0.55529493 0.69831121 0.00114861],[0.56108642 0.70113355 0.00083132],[0.53658885 0.68018496 0.00414402],[0.54557014 0.69022548 0.00352754],[0.5519734  0.69497746 0.00339825],[0.55748749 0.69773024 0.00352381]
[ 5.31336784e-01  6.36159360e-01 -1.36592799e-08],[ 0.54639363  0.6296941  -0.00635633],[ 0.5606184   0.63538337 -0.00789989],[ 0.57181418  0.64332044 -0.00799253],[ 0.58086854  0.64764273 -0.00744161],[ 0.55846441  0.66131163 -0.00370541],[ 0.57188708  0.66937226 -0.00391238],[ 0.57936579  0.67290163 -0.00454402],[ 0.58531976  0.67572486 -0.00504329],[ 5.54226458e-01  6.67864919e-01 -5.10106038e-04],[ 5.67887783e-01  6.76038206e-01 -4.79702838e-04],[ 5.76905906e-01  6.77071214e-01 -6.48356741e-04],[ 0.58333135  0.67661643 -0.00079732],[0.55166519 0.66978842 0.00215085],[0.56414747 0.67727417 0.00151931],[0.57253098 0.67824554 0.00079399],[5.78832626e-01 6.77346468e-01 5.60709159e-04],[0.55041295 0.6693731  0.00435197],[0.5618102  0.67580402 0.00372766],[0.56921691 0.67743337 0.00337652],[0.5751856  0.6770997  0.00342377]
[ 5.48506498e-01  6.23024642e-01 -6.09345818e-08],[ 0.55810946  0.60873014 -0.0074578 ],[ 0.57201034  0.60731119 -0.00993618],[ 0.58419782  0.61085802 -0.01074652],[ 0.59324384  0.61233217 -0.01087294],[ 0.57725298  0.63584894 -0.00788958],[ 0.59432167  0.6401878  -0.01030878],[ 0.6028074   0.63927227 -0.01190998],[ 0.60867476  0.63789529 -0.01267798],[ 0.57541728  0.64426988 -0.00476021],[ 0.59267908  0.64692384 -0.00676368],[ 0.60188037  0.64394659 -0.00778487],[ 0.60780293  0.64015615 -0.00835933],[ 0.574211    0.64742851 -0.00211617],[ 0.59047669  0.64895219 -0.0046149 ],[ 0.59921545  0.64548117 -0.00583084],[ 0.60540307  0.64118755 -0.00615871],[5.74027359e-01 6.46990955e-01 6.54265023e-05],[ 0.58784866  0.64828664 -0.00223533],[ 0.59588468  0.64623618 -0.00315905],[ 0.60194701  0.642937   -0.00327862],[ 5.39273560e-01  6.25866950e-01 -1.21430133e-09],[ 0.5513801   0.61586589 -0.0096542 ],[ 0.56637418  0.61521995 -0.0134785 ],[ 0.57874537  0.61735624 -0.01493966],[ 0.58877063  0.61756897 -0.01605782],[ 0.57079232  0.64246649 -0.01266916],[ 0.58815086  0.64402318 -0.01508318],[ 0.59845018  0.64270818 -0.01673753],[ 0.60609615  0.64147377 -0.01754587],[ 0.56874549  0.64876235 -0.00762401],[ 0.58637321  0.65053004 -0.00972709],[ 0.59765464  0.64749372 -0.01083427],[ 0.6053831   0.64262551 -0.01139459],[ 0.56722927  0.65024179 -0.00272805],[ 0.58258307  0.65056962 -0.00451363],[ 0.593099    0.64665741 -0.00619551],[ 0.60060304  0.6421271  -0.00702667],[0.56620783 0.64915937 0.00170169],[5.79057038e-01 6.49551868e-01 3.76815762e-04],[ 5.87211847e-01  6.46803439e-01 -3.42086802e-04],[ 5.93176425e-01  6.43273771e-01 -4.82848438e-04]
[5.50863147e-01 6.13799930e-01 4.40943726e-09],[ 0.56063795  0.60043907 -0.00852553],[ 0.57540065  0.59417593 -0.01152416],[ 0.58759069  0.59202117 -0.01231537],[ 0.59735     0.58932966 -0.01264161],[ 0.58390856  0.61725885 -0.01178729],[ 0.6016416   0.61428434 -0.01366909],[ 0.61255825  0.61024958 -0.0146029 ],[ 0.62062907  0.60645813 -0.01494148],[ 0.58385795  0.62378865 -0.00724796],[ 0.6020292   0.62038726 -0.00873822],[ 0.61286128  0.61385465 -0.00923493],[ 0.61966574  0.60674745 -0.00944721],[ 0.58347434  0.62580681 -0.00278093],[ 0.59901041  0.62206292 -0.00394294],[ 0.608913    0.61484718 -0.00542447],[ 0.61571443  0.60774249 -0.00626778],[0.582968   0.62527895 0.00127082],[5.95646203e-01 6.22185111e-01 4.04868973e-04],[ 6.02987170e-01  6.16919994e-01 -2.83599278e-04],[ 6.08082592e-01  6.11323714e-01 -4.96339344e-04]
[ 5.67102969e-01  5.85211575e-01 -1.30515856e-08],[ 0.572348    0.56785566 -0.00834473],[ 0.58509833  0.55759776 -0.01070392],[ 0.59722638  0.55328751 -0.01076094],[ 0.60617357  0.54867005 -0.00999307],[ 0.5989368   0.58254945 -0.00888993],[ 0.61556709  0.5779376  -0.0095806 ],[ 0.62381077  0.57415521 -0.00981983],[ 0.63002509  0.57096475 -0.00979656],[ 0.59967941  0.5920766  -0.00419703],[ 0.61692369  0.58759534 -0.00449413],[ 0.62494677  0.58115822 -0.00399298],[ 0.62964332  0.57544678 -0.00356925],[5.99201441e-01 5.96044123e-01 1.39384181e-04],[ 6.14559948e-01  5.91817200e-01 -4.55632486e-04],[ 0.62160856  0.58587629 -0.00066227],[ 6.26202524e-01  5.80156684e-01 -5.22403105e-04],[0.59846324 0.59641695 0.00395177],[0.61105013 0.59203458 0.00341513],[0.617329   0.58733106 0.00335176],[0.62174726 0.58237141 0.00367143],[5.62836885e-01 5.93386829e-01 3.80693415e-08],[ 0.57040799  0.57726669 -0.00893644],[ 0.58516461  0.56733334 -0.01143675],[ 0.59808892  0.56210142 -0.0112928 ],[ 0.60768366  0.55677491 -0.01027612],[ 0.59756964  0.59071499 -0.01051706],[ 0.61464894  0.58408111 -0.01066101],[ 0.62359649  0.57857651 -0.01036428],[ 0.63027936  0.57430655 -0.0099393 ],[ 0.59789777  0.59909767 -0.00480834],[ 0.61520469  0.59292817 -0.005198  ],[ 0.62447613  0.58550751 -0.00471377],[ 0.63026506  0.57858431 -0.00416951],[0.59721076 0.60200721 0.00085728],[0.61169171 0.59649312 0.00065996],[6.20251477e-01 5.89287877e-01 3.00095970e-04],[6.25996053e-01 5.82446218e-01 3.26344976e-04],[0.5964182  0.60193706 0.00609551],[0.60867321 0.59686691 0.00624902],[0.61541772 0.59082496 0.00641873],[0.62013018 0.58505124 0.00686976]
[5.66738605e-01 5.72056592e-01 2.53457006e-08],[ 0.57261217  0.5537926  -0.00802596],[ 0.58510607  0.54187137 -0.01089297],[ 0.59690756  0.53544325 -0.01146773],[ 0.60580021  0.52855533 -0.01133267],[ 0.60009295  0.56491768 -0.0103685 ],[ 0.61758995  0.55747575 -0.0110998 ],[ 0.62618846  0.55251795 -0.01099222],[ 0.63275921  0.54854363 -0.01059049],[ 0.6012823   0.57472914 -0.00564986],[ 0.61997432  0.56874365 -0.00613271],[ 0.62771726  0.56001621 -0.00538713],[ 0.63170016  0.55266976 -0.00458108],[ 0.60049409  0.57955104 -0.00101131],[ 0.61668295  0.57510304 -0.0012459 ],[ 0.62312365  0.56684005 -0.0010905 ],[ 0.62633759  0.55944562 -0.00065319],[0.59904301 0.58117199 0.00317331],[0.61192262 0.57732606 0.0033194 ],[0.61713803 0.57127202 0.00373256],[0.62005049 0.56512672 0.004401  ]
[5.68748891e-01 5.54432690e-01 1.92396605e-08],[ 0.57502174  0.53617835 -0.00785928],[ 0.58702505  0.52380776 -0.01056076],[ 0.5978424   0.51638293 -0.0110346 ],[ 0.60639632  0.51011485 -0.01071688],[ 0.60218561  0.54775083 -0.00975961],[ 0.61879635  0.53868032 -0.01047955],[ 0.62670219  0.53367722 -0.01038201],[ 0.63292497  0.5301404  -0.01004839],[ 0.60321808  0.55875009 -0.00530408],[ 0.62201208  0.55213124 -0.00613557],[ 0.62878996  0.54276949 -0.00538166],[ 0.63192296  0.53528553 -0.0044341 ],[ 0.60195982  0.56415612 -0.00094015],[ 0.61795801  0.55881941 -0.0016043 ],[ 0.6231454   0.54992509 -0.00100609],[ 6.25376225e-01  5.43082595e-01 -8.19588895e-05],[0.59982383 0.56570601 0.00297805],[0.61272132 0.560242   0.00286495],[0.61719364 0.55301046 0.00376227],[0.61918157 0.54706174 0.00488813]
[5.68645418e-01 5.41898489e-01 7.88090482e-10],[ 0.57468385  0.52327639 -0.00642975],[ 0.58621979  0.51052815 -0.0092205 ],[ 0.59688473  0.5026722  -0.01035181],[ 0.60459191  0.49509719 -0.01086518],[ 0.60203677  0.53138459 -0.00812699],[ 0.61829525  0.52231836 -0.00970943],[ 0.62628758  0.51697505 -0.010645  ],[ 0.63235998  0.51281232 -0.01100923],[ 0.60340327  0.54232466 -0.00492259],[ 0.62185013  0.53601003 -0.0061785 ],[ 0.62881345  0.52647305 -0.00619193],[ 0.63195175  0.51843756 -0.00585014],[ 0.60231334  0.5482043  -0.00183245],[ 0.61794078  0.54326105 -0.00277567],[ 0.62360573  0.53452843 -0.00262702],[ 0.62599248  0.5272947  -0.00212743],[0.60017371 0.55036396 0.00087543],[6.12266839e-01 5.45051992e-01 5.65855589e-04],[0.61712301 0.53858238 0.00126894],[0.61965054 0.53277928 0.00215727]
[5.69161594e-01 5.27015090e-01 1.53443054e-08],[ 0.57504988  0.50756401 -0.00618172],[ 0.58598113  0.49413186 -0.00875214],[ 0.59648716  0.48619771 -0.00967409],[ 0.60483474  0.47902811 -0.00999429],[ 0.60305685  0.51473367 -0.00737897],[ 0.61893821  0.50463527 -0.00822541],[ 0.62681276  0.49947217 -0.00873194],[ 0.63284451  0.49579802 -0.00889149],[ 0.6046297   0.52596527 -0.0040026 ],[ 0.62201917  0.51771176 -0.00434416],[ 0.62894291  0.50897092 -0.00411905],[ 0.63239789  0.50198269 -0.00387245],[ 0.60337651  0.53263742 -0.00071865],[ 0.61827755  0.52591091 -0.00083152],[ 6.23925686e-01  5.17123342e-01 -5.92026743e-04],[ 6.26386464e-01  5.09988964e-01 -3.25676898e-04],[0.60106105 0.53589177 0.00218871],[0.61224878 0.52900565 0.00234294],[0.61656821 0.52180463 0.00309066],[0.61864722 0.51572084 0.00389051]
[ 5.69473743e-01  5.12353241e-01 -1.61475366e-09],[ 0.57282692  0.4914324  -0.00650558],[ 0.58333778  0.47645158 -0.00918247],[ 0.59405369  0.46756762 -0.01031889],[ 0.60162973  0.45892179 -0.01093923],[ 0.60050023  0.49521273 -0.00845193],[ 0.61607772  0.48291382 -0.0104659 ],[ 0.62433243  0.47622752 -0.01151209],[ 0.63065827  0.47113034 -0.01192116],[ 0.6038565   0.50546879 -0.00569323],[ 0.62185562  0.49442974 -0.00770726],[ 0.62817156  0.48399463 -0.0083451 ],[ 0.63109511  0.47583002 -0.00824242],[ 0.604487    0.51084924 -0.00305102],[ 0.62002903  0.50063491 -0.00492356],[ 0.62502271  0.49054268 -0.00553306],[ 0.62729061  0.48281604 -0.00530191],[ 0.6036604   0.51216465 -0.00074084],[ 0.61611277  0.50161749 -0.00181966],[ 0.62061304  0.4932169  -0.00168312],[ 0.62281579  0.48645216 -0.00104346]
[ 5.67964494e-01  4.92384791e-01 -6.21671936e-10],[ 0.57033718  0.47164148 -0.00557945],[ 0.58039236  0.45477834 -0.00786103],[ 0.58988708  0.44371772 -0.00884484],[ 0.59572715  0.4330757  -0.00949729],[ 0.59829915  0.46975067 -0.00750869],[ 0.61211091  0.45432532 -0.00969237],[ 0.61985517  0.4461872  -0.01092529],[ 0.62601781  0.43972448 -0.01149076],[ 0.60282552  0.48023692 -0.00547676],[ 0.61928731  0.46583423 -0.0077039 ],[ 0.62541974  0.45383427 -0.00844234],[ 0.62815958  0.44391724 -0.00843066],[ 0.60409302  0.48639601 -0.00357795],[ 0.6184724   0.47263357 -0.00576614],[ 0.6237855   0.46099097 -0.00665419],[ 0.62616217  0.45135462 -0.006621  ],[ 0.60349625  0.48859665 -0.00194056],[ 0.61512887  0.47545868 -0.00336163],[ 0.61955941  0.4659473  -0.00337455],[ 0.62178594  0.45769909 -0.002839  ]
[ 5.76518059e-01  4.60484236e-01 -1.59442806e-08],[ 0.57324028  0.44284618 -0.00567066],[ 0.57832372  0.42553812 -0.00828233],[ 0.58507341  0.41476995 -0.00921398],[ 0.58973455  0.40664971 -0.0098234 ],[ 0.59611213  0.43892244 -0.01050172],[ 0.60875773  0.42331487 -0.01188187],[ 0.6144222   0.41619915 -0.01191011],[ 0.6189813   0.41128266 -0.01160474],[ 0.60136998  0.44877282 -0.00765226],[ 0.61555237  0.43288952 -0.00869802],[ 0.62000084  0.42290142 -0.00808075],[ 0.62208867  0.4165397  -0.0073943 ],[ 0.60380709  0.4555302  -0.00461925],[ 0.61591309  0.4419128  -0.00550365],[ 0.61729437  0.43148825 -0.00488614],[ 0.61662751  0.42462784 -0.00400237],[ 0.60427499  0.45978531 -0.00179955],[ 0.6138885   0.44765624 -0.00234202],[ 0.61538553  0.43934479 -0.00139171],[ 6.14806116e-01  4.33854520e-01 -1.67834165e-04],[5.65397084e-01 4.70178694e-01 1.35241551e-09],[ 0.56765634  0.44916049 -0.00376064],[ 0.57634968  0.43179432 -0.00548882],[ 0.58491975  0.42011371 -0.00629259],[ 0.59054613  0.40987206 -0.00677284],[ 0.59381735  0.443059   -0.00647992],[ 0.60704297  0.42654195 -0.0082755 ],[ 0.61399442  0.41845599 -0.00890752],[ 0.6193316   0.41236931 -0.00888967],[ 0.59908438  0.45334357 -0.00488887],[ 0.6139496   0.43636191 -0.00657993],[ 0.61969095  0.42490581 -0.00663203],[ 0.62244505  0.41625646 -0.00625156],[ 0.6014297   0.46048537 -0.00325356],[ 0.61417472  0.44568077 -0.00442593],[ 0.61823261  0.43463027 -0.00435027],[ 0.61948633  0.42595029 -0.00382729],[ 0.60168177  0.4643974  -0.00181541],[ 0.61217272  0.45257822 -0.00192828],[ 0.61528003  0.44352359 -0.00109364],[ 6.16168022e-01  4.35645372e-01 -7.82351199e-05]
[5.59939981e-01 4.51901317e-01 7.86328425e-09],[ 0.56128758  0.43044943 -0.0046227 ],[ 0.56949413  0.41127735 -0.0067967 ],[ 0.57749987  0.39781231 -0.00798271],[ 0.58237863  0.38586634 -0.00875113],[ 0.58678412  0.42124903 -0.00623114],[ 0.59901059  0.40437308 -0.00847267],[ 0.60603696  0.39661074 -0.00972726],[ 0.61151916  0.39073086 -0.01021067],[ 0.59262472  0.43174225 -0.00465038],[ 0.60604495  0.41482505 -0.00611942],[ 0.61206001  0.40483207 -0.00646148],[ 0.61575371  0.39707443 -0.00658624],[ 0.59552318  0.43952143 -0.00325014],[ 0.60739815  0.42463225 -0.00459   ],[ 0.6114918   0.41461408 -0.00467499],[ 0.61303949  0.40658027 -0.00442115],[ 0.59635633  0.44442317 -0.00216231],[ 0.60626465  0.43133545 -0.00275642],[ 0.60912794  0.42282584 -0.002019  ],[ 0.6098817   0.41564909 -0.00111723]
[5.53870559e-01 4.32296306e-01 2.37117224e-08],[ 0.5552066   0.41130474 -0.00290851],[ 0.56168616  0.39307943 -0.00504826],[ 0.56954485  0.38091481 -0.00653228],[ 0.5747627   0.3706522  -0.00768213],[ 0.57691646  0.4028565  -0.00725805],[ 0.5903523   0.38688913 -0.00978831],[ 0.59752327  0.37969407 -0.01065586],[ 0.60271901  0.37471536 -0.010656  ],[ 0.58251089  0.41356248 -0.00677488],[ 0.59831935  0.39797258 -0.00827656],[ 0.60446     0.38840362 -0.00776824],[ 0.60753858  0.38187647 -0.00721398],[ 0.58544141  0.42239797 -0.00621242],[ 0.59958231  0.41052169 -0.00697609],[ 0.60322708  0.40170157 -0.00573422],[ 0.60367578  0.39561808 -0.00463993],[ 0.58632255  0.42916682 -0.00589931],[ 0.59748179  0.42081931 -0.00576922],[ 0.60014367  0.41351235 -0.00416623],[ 0.60012382  0.40761909 -0.00268339]
